CustomerKey,Recency,Frequency,Monetary,Segment,Cluster
21840,360,1,31.27,At Risk,1
21841,193,1,24.99,Regular,1
21842,137,1,48.97,Regular,1
21843,297,1,13.98,At Risk,1
21844,184,1,39.980000000000004,Regular,1
21845,305,1,4.99,At Risk,1
21846,319,1,39.980000000000004,At Risk,1
21847,188,1,187.98,Regular,1
21848,227,1,564.99,At Risk,1
21849,312,1,39.980000000000004,At Risk,1
21850,127,1,4.99,Regular,1
21851,309,1,4.99,At Risk,1
21852,169,1,4.99,Regular,1
21853,150,1,89.97,Regular,1
21854,90,1,24.99,Regular,1
21855,162,1,579.97,Regular,1
21856,100,1,24.99,Regular,1
21857,369,1,2487.33,At Risk High Value,1
21858,373,1,2492.3199999999997,At Risk High Value,1
21859,163,1,4.99,Regular,1
21860,178,1,4.99,Regular,1
21861,362,1,39.980000000000004,At Risk,1
21862,250,1,13.98,At Risk,1
21863,295,1,39.980000000000004,At Risk,1
21864,214,1,28.979999999999997,At Risk,1
21865,243,1,148.98,At Risk,1
21866,97,1,4.99,Regular,1
21867,141,1,13.98,Regular,1
21868,357,1,4.99,At Risk,1
21869,58,1,4.99,Regular,1
21870,75,1,72.96,Regular,1
21871,55,1,29.99,Regular,1
21872,133,1,34.98,Regular,1
21873,95,2,4661.5025,Loyal,3
21874,97,2,4638.8925,Loyal,3
21875,92,2,4921.69,Loyal,3
21876,117,2,4663.3825,Loyal,3
21877,100,2,4624.9125,Loyal,3
21878,119,2,4663.7925,Loyal,3
21879,106,1,35.0,Regular,1
21880,150,1,39.99,Regular,1
21881,132,1,128.97,Regular,1
21882,97,2,4886.7,Loyal,3
21883,360,1,42.28,At Risk,1
21884,114,1,74.98,Regular,1
21885,113,2,4641.8525,Loyal,3
21886,114,2,4696.4925,Loyal,3
21887,358,1,39.99,At Risk,1
21888,117,2,4925.58,Loyal,3
21889,118,2,4624.9125,Loyal,3
21890,185,1,39.99,Regular,1
21891,102,2,4921.69,Loyal,3
21892,92,2,4921.69,Loyal,3
21893,93,2,4663.7925,Loyal,3
21894,117,2,4624.9125,Loyal,3
21895,95,2,4657.5125,Loyal,3
21896,236,1,74.98,At Risk,1
21897,116,2,4909.67,Loyal,3
21898,87,1,74.98,Regular,1
21899,111,2,4663.7925,Loyal,3
21900,240,1,69.97,At Risk,1
21901,26,1,14.98,Regular,1
21902,87,1,23.97,Regular,1
21903,317,1,548.98,At Risk,1
21904,144,1,75.97,Regular,1
21905,194,1,14.98,Regular,1
21906,161,1,14.98,Regular,1
21907,138,1,14.98,Regular,1
21908,169,1,64.97,Regular,1
21909,321,1,563.77,At Risk,1
21910,45,1,1174.48,Regular,1
21911,204,1,27.77,Regular,1
21912,261,1,574.98,At Risk,1
21913,37,1,60.470000000000006,Regular,1
21914,283,1,39.980000000000004,At Risk,1
21915,323,1,570.47,At Risk,1
21916,167,1,39.980000000000004,Regular,1
21917,239,1,69.97,At Risk,1
21918,363,1,68.97,At Risk,1
21919,65,1,1120.49,Regular,1
21920,65,1,1184.46,Regular,1
21921,45,2,4142.75,VIP,3
21922,83,1,1120.49,Regular,1
21923,53,1,1120.49,Regular,1
21924,33,1,1120.49,Regular,1
21925,27,1,7.28,Regular,1
21926,51,1,1198.97,Regular,1
21927,35,1,1145.48,Regular,1
21928,51,1,1170.48,Regular,1
21929,54,1,1183.47,Regular,1
21930,47,1,1233.96,Regular,1
21931,47,1,1120.49,Regular,1
21932,42,1,1158.46,Regular,1
21933,66,1,49.97,Regular,1
21934,162,1,9.99,Regular,1
21935,26,1,39.47,Regular,1
21936,149,1,99.96000000000001,Regular,1
21937,54,1,1134.47,Regular,1
21938,168,1,14.98,Regular,1
21939,294,2,4163.24,At Risk High Value,3
21940,313,1,571.72,At Risk,1
21941,58,1,1174.48,Regular,1
21942,330,1,574.98,At Risk,1
21943,115,2,4624.9125,Loyal,3
21944,112,2,4713.8925,Loyal,3
21945,101,2,4886.7,Loyal,3
21946,73,2,4659.8025,Loyal,3
21947,84,2,4632.8625,Loyal,3
21948,86,2,4886.7,Loyal,3
21949,64,2,4659.9025,VIP,3
21950,63,2,4900.679999999999,VIP,3
21951,75,2,4923.29,Loyal,3
21952,245,1,99.47,At Risk,1
21953,282,1,35.0,At Risk,1
21954,28,1,35.0,Regular,1
21955,67,2,4900.679999999999,VIP,3
21956,80,2,4632.8625,Loyal,3
21957,61,2,4919.3,VIP,3
21958,67,2,4696.4925,VIP,3
21959,80,2,4702.3925,Loyal,3
21960,137,1,39.99,Regular,1
21961,332,1,42.28,At Risk,1
21962,335,1,35.0,At Risk,1
21963,268,1,39.99,At Risk,1
21964,128,1,103.49000000000001,Regular,1
21965,72,1,99.47,Regular,1
21966,63,2,4659.9025,VIP,3
21967,59,1,123.96000000000001,Regular,1
21968,67,2,4722.8825,VIP,3
21969,62,2,4759.4725,VIP,3
21970,74,1,32.28,Regular,1
21971,200,1,32.28,Regular,1
21972,245,1,40.23,At Risk,1
21973,63,1,56.97,Regular,1
21974,69,2,4925.17,VIP,3
21975,31,1,85.48,Regular,1
21976,103,2,4198.33,Loyal,3
21977,231,1,74.98,At Risk,1
21978,281,1,37.29,At Risk,1
21979,114,2,3936.5425,Loyal,3
21980,99,2,4334.61,Loyal,3
21981,79,1,75.97,Regular,1
21982,108,2,3882.5525,Loyal,3
21983,78,2,4144.34,Loyal,3
21984,87,2,4175.61,Loyal,3
21985,79,2,3936.5425,Loyal,3
21986,75,2,3882.5525,Loyal,3
21987,81,2,4638.8925,Loyal,3
21988,67,1,35.0,Regular,1
21989,308,1,35.0,At Risk,1
21990,297,1,99.47,At Risk,1
21991,6,1,121.45,Regular,1
21992,31,1,184.26,Regular,1
21993,326,1,74.98,At Risk,1
21994,68,2,4659.9025,VIP,3
21995,164,1,37.29,Regular,1
21996,69,2,3946.5225,VIP,3
21997,86,1,39.99,Regular,1
21998,198,1,56.980000000000004,Regular,1
21999,91,2,4921.69,Loyal,3
22000,87,2,4663.7925,Loyal,3
22001,269,1,74.98,At Risk,1
22002,152,1,78.97999999999999,Regular,1
22003,205,1,56.97,Regular,1
22004,91,2,3917.5425,Loyal,3
22005,32,1,135.46,Regular,1
22006,316,1,42.28,At Risk,1
22007,49,1,44.980000000000004,Regular,1
22008,50,2,4141.23,VIP,3
22009,316,1,9.99,At Risk,1
22010,92,1,49.97,Regular,1
22011,60,1,68.97,Regular,1
22012,212,1,14.98,At Risk,1
22013,45,1,565.47,Regular,1
22014,20,2,80.2,Loyal,1
22015,204,1,4.99,Regular,1
22016,34,1,574.98,Regular,1
22017,237,1,69.99,At Risk,1
22018,230,1,76.97,At Risk,1
22019,335,1,7.28,At Risk,1
22020,124,1,56.97,Regular,1
22021,87,1,23.97,Regular,1
22022,77,1,49.97,Regular,1
22023,314,1,78.96000000000001,At Risk,1
22024,270,1,23.97,At Risk,1
22025,204,1,14.98,Regular,1
22026,152,1,39.980000000000004,Regular,1
22027,262,1,59.980000000000004,At Risk,1
22028,360,1,69.99,At Risk,1
22029,46,1,30.97,Regular,1
22030,62,2,4144.34,VIP,3
22031,69,2,3896.5325,VIP,3
22032,88,2,3882.5525,Loyal,3
22033,75,2,3917.5425,Loyal,3
22034,303,1,14.98,At Risk,1
22035,303,1,69.97,At Risk,1
22036,43,1,1155.48,Regular,1
22037,136,1,45.22,Regular,1
22038,358,1,84.95,At Risk,1
22039,46,1,34.98,Regular,1
22040,257,1,37.269999999999996,At Risk,1
22041,37,2,4167.23,VIP,3
22042,316,1,539.99,At Risk,1
22043,297,1,588.96,At Risk,1
22044,292,1,607.96,At Risk,1
22045,290,1,561.92,At Risk,1
22046,298,1,563.77,At Risk,1
22047,130,1,23.97,Regular,1
22048,294,1,548.98,At Risk,1
22049,268,1,14.98,At Risk,1
22050,226,2,4160.53,At Risk High Value,3
22051,37,1,49.97,Regular,1
22052,353,1,14.98,At Risk,1
22053,114,1,9.99,Regular,1
22054,291,1,563.77,At Risk,1
22055,352,1,23.97,At Risk,1
22056,143,1,34.98,Regular,1
22057,17,1,69.97,Regular,1
22058,58,2,4118.26,VIP,3
22059,302,1,7.28,At Risk,1
22060,327,1,37.27,At Risk,1
22061,33,1,1145.48,Regular,1
22062,39,1,1120.49,Regular,1
22063,13,1,78.97999999999999,Regular,1
22064,346,1,69.99,At Risk,1
22065,336,1,69.99,At Risk,1
22066,302,1,539.99,At Risk,1
22067,277,1,539.99,At Risk,1
22068,291,1,23.97,At Risk,1
22069,183,1,22.93,Regular,1
22070,175,1,14.98,Regular,1
22071,266,1,73.96000000000001,At Risk,1
22072,303,1,617.47,At Risk,1
22073,250,1,74.46000000000001,At Risk,1
22074,275,1,553.97,At Risk,1
22075,123,1,144.45,Regular,1
22076,247,1,65.95,At Risk,1
22077,297,1,29.99,At Risk,1
22078,275,1,563.77,At Risk,1
22079,111,1,24.27,Regular,1
22080,61,1,56.97,Regular,1
22081,298,1,29.99,At Risk,1
22082,290,1,574.98,At Risk,1
22083,154,1,154.98,Regular,1
22084,112,1,69.97,Regular,1
22085,176,1,34.98,Regular,1
22086,230,1,29.99,At Risk,1
22087,202,1,94.46000000000001,Regular,1
22088,289,1,570.47,At Risk,1
22089,295,1,553.97,At Risk,1
22090,353,1,32.28,At Risk,1
22091,278,1,548.98,At Risk,1
22092,291,1,563.77,At Risk,1
22093,257,1,588.96,At Risk,1
22094,265,1,539.99,At Risk,1
22095,79,1,141.98,Regular,1
22096,270,1,133.47,At Risk,1
22097,346,1,61.96000000000001,At Risk,1
22098,214,1,69.97,At Risk,1
22099,260,1,563.77,At Risk,1
22100,173,1,90.95,Regular,1
22101,114,1,32.28,Regular,1
22102,114,1,84.97,Regular,1
22103,250,1,69.97,At Risk,1
22104,266,1,553.97,At Risk,1
22105,27,1,45.22,Regular,1
22106,262,1,553.97,At Risk,1
22107,230,1,71.97,At Risk,1
22108,285,1,84.97,At Risk,1
22109,383,2,5971.33,At Risk High Value,3
22110,35,1,34.98,Regular,1
22111,58,1,1174.48,Regular,1
22112,342,2,6047.32,At Risk High Value,3
22113,256,1,588.96,At Risk,1
22114,243,2,4183.23,At Risk High Value,3
22115,266,1,624.97,At Risk,1
22116,245,1,563.77,At Risk,1
22117,198,2,4158.24,Regular,3
22118,186,2,4158.24,Regular,3
22119,245,1,563.77,At Risk,1
22120,330,2,5962.34,At Risk High Value,3
22121,245,2,5997.33,At Risk High Value,3
22122,290,1,94.46000000000001,At Risk,1
22123,249,1,29.99,At Risk,1
22124,77,1,34.98,Regular,1
22125,323,1,34.98,At Risk,1
22126,161,1,34.98,Regular,1
22127,264,1,89.97,At Risk,1
22128,187,2,4142.23,Regular,3
22129,260,1,574.98,At Risk,1
22130,264,1,574.98,At Risk,1
22131,254,1,561.48,At Risk,1
22132,245,1,562.96,At Risk,1
22133,254,1,556.26,At Risk,1
22134,125,1,144.45000000000002,Regular,1
22135,267,1,574.98,At Risk,1
22136,267,1,553.97,At Risk,1
22137,54,1,1184.46,Regular,1
22138,286,1,37.269999999999996,At Risk,1
22139,261,1,548.98,At Risk,1
22140,34,1,1120.49,Regular,1
22141,155,1,166.28,Regular,1
22142,307,1,71.94,At Risk,1
22143,347,1,39.980000000000004,At Risk,1
22144,199,1,89.97,Regular,1
22145,312,1,37.269999999999996,At Risk,1
22146,48,1,37.269999999999996,Regular,1
22147,157,1,69.99,Regular,1
22148,220,1,69.99,At Risk,1
22149,29,1,123.97999999999999,Regular,1
22150,323,1,69.99,At Risk,1
22151,142,1,133.49,Regular,1
22152,52,1,1205.47,Regular,1
22153,245,1,548.98,At Risk,1
22154,358,1,36.96,At Risk,1
22155,143,1,69.99,Regular,1
22156,328,1,69.99,At Risk,1
22157,112,1,32.28,Regular,1
22158,236,1,37.269999999999996,At Risk,1
22159,48,1,32.28,Regular,1
22160,239,1,37.269999999999996,At Risk,1
22161,39,1,71.94,Regular,1
22162,237,1,69.97,At Risk,1
22163,358,1,37.27,At Risk,1
22164,232,1,563.77,At Risk,1
22165,255,1,191.28,At Risk,1
22166,230,1,69.97,At Risk,1
22167,352,1,123.97999999999999,At Risk,1
22168,244,2,2997.3199999999997,At Risk High Value,3
22169,223,1,78.97999999999999,At Risk,1
22170,270,2,2745.3325,At Risk High Value,3
22171,258,2,2721.5525,At Risk High Value,3
22172,249,2,2932.3025,At Risk High Value,3
22173,267,2,2735.5325,At Risk High Value,3
22174,273,2,3007.83,At Risk High Value,3
22175,271,2,3018.33,At Risk High Value,3
22176,207,1,100.46000000000001,At Risk,1
22177,199,1,24.27,Regular,1
22178,76,2,4233.32,Loyal,3
22179,227,1,21.98,At Risk,1
22180,84,2,4632.8625,Loyal,3
22181,81,2,4673.8825,Loyal,3
22182,214,2,6006.32,At Risk High Value,3
22183,103,1,32.28,Regular,1
22184,107,1,37.27,Regular,1
22185,308,1,38.98,At Risk,1
22186,36,1,1174.48,Regular,1
22187,27,1,32.28,Regular,1
22188,39,1,1179.97,Regular,1
22189,222,1,548.98,At Risk,1
22190,98,1,37.27,Regular,1
22191,256,1,94.46,At Risk,1
22192,218,1,84.97,At Risk,1
22193,89,2,4886.7,Loyal,3
22194,63,2,4633.9025,VIP,3
22195,56,2,4909.67,VIP,3
22196,55,2,4632.8625,VIP,3
22197,55,2,4740.9825,VIP,3
22198,59,2,4661.5025,VIP,3
22199,50,2,4693.8825,VIP,3
22200,44,2,4659.9025,VIP,3
22201,50,2,5012.2699999999995,VIP,3
22202,31,2,4671.7425,VIP,3
22203,55,2,4624.9125,VIP,3
22204,197,1,42.28,Regular,1
22205,192,1,120.48,Regular,1
22206,169,1,201.28,Regular,1
22207,32,2,4921.69,VIP,3
22208,303,1,42.28,At Risk,1
22209,270,1,74.98,At Risk,1
22210,231,1,35.0,At Risk,1
22211,258,1,37.27,At Risk,1
22212,270,1,39.99,At Risk,1
22213,335,1,59.27,At Risk,1
22214,121,1,42.28,Regular,1
22215,289,1,78.96,At Risk,1
22216,231,1,564.48,At Risk,1
22217,11,1,61.45,Regular,1
22218,35,1,1155.48,Regular,1
22219,67,1,12.940000000000001,Regular,1
22220,33,1,1179.97,Regular,1
22221,45,1,1155.48,Regular,1
22222,40,1,94.46,Regular,1
22223,123,1,34.98,Regular,1
22224,232,1,624.95,At Risk,1
22225,215,1,603.49,At Risk,1
22226,316,1,34.98,At Risk,1
22227,308,1,34.98,At Risk,1
22228,89,1,37.27,Regular,1
22229,55,1,1147.77,Regular,1
22230,125,2,4223.23,Loyal,3
22231,243,1,608.96,At Risk,1
22232,226,2,5985.31,At Risk High Value,3
22233,228,2,5997.33,At Risk High Value,3
22234,200,2,5976.32,Regular,3
22235,40,1,1155.48,Regular,1
22236,32,1,1179.97,Regular,1
22237,185,1,29.99,Regular,1
22238,32,1,1155.48,Regular,1
22239,211,1,32.28,At Risk,1
22240,238,1,32.28,At Risk,1
22241,48,1,1149.47,Regular,1
22242,328,1,37.269999999999996,At Risk,1
22243,55,1,1170.48,Regular,1
22244,298,1,29.99,At Risk,1
22245,51,1,1188.46,Regular,1
22246,57,1,1170.48,Regular,1
22247,198,2,5978.610000000001,Regular,3
22248,58,1,1134.47,Regular,1
22249,215,1,539.99,At Risk,1
22250,215,1,548.98,At Risk,1
22251,157,2,5971.33,Regular,3
22252,181,2,6047.32,Regular,3
22253,31,1,1174.48,Regular,1
22254,380,1,553.97,At Risk,1
22255,216,1,599.47,At Risk,1
22256,241,1,570.47,At Risk,1
22257,236,1,539.99,At Risk,1
22258,226,1,548.98,At Risk,1
22259,385,1,562.96,At Risk,1
22260,386,1,563.77,At Risk,1
22261,396,1,561.48,At Risk,1
22262,371,1,539.99,At Risk,1
22263,6,1,34.98,Regular,1
22264,232,1,89.97,At Risk,1
22265,324,1,21.98,At Risk,1
22266,216,1,724.47,At Risk,1
22267,119,2,4167.23,Loyal,3
22268,155,2,6031.31,Regular,3
22269,189,1,94.46,Regular,1
22270,235,1,608.96,At Risk,1
22271,223,1,612.95,At Risk,1
22272,221,1,571.72,At Risk,1
22273,376,1,574.98,At Risk,1
22274,372,1,574.98,At Risk,1
22275,354,1,615.47,At Risk,1
22276,360,1,599.47,At Risk,1
22277,3,1,29.99,Regular,1
22278,318,1,7.28,At Risk,1
22279,55,1,29.99,Regular,1
22280,256,1,32.28,At Risk,1
22281,347,1,539.99,At Risk,1
22282,363,1,574.98,At Risk,1
22283,161,1,157.27,Regular,1
22284,365,1,600.46,At Risk,1
22285,198,1,89.97,Regular,1
22286,261,1,34.98,At Risk,1
22287,344,1,539.99,At Risk,1
22288,355,1,561.48,At Risk,1
22289,356,1,561.48,At Risk,1
22290,237,1,600.46,At Risk,1
22291,242,1,574.98,At Risk,1
22292,216,1,553.97,At Risk,1
22293,236,1,561.48,At Risk,1
22294,220,1,650.45,At Risk,1
22295,219,1,600.46,At Risk,1
22296,93,1,132.95,Regular,1
22297,226,1,600.46,At Risk,1
22298,188,1,578.46,Regular,1
22299,92,2,4145.54,Loyal,3
22300,340,1,548.98,At Risk,1
22301,356,1,539.99,At Risk,1
22302,202,1,1763.97,Regular,1
22303,45,1,21.49,Regular,1
22304,190,1,37.269999999999996,Regular,1
22305,23,1,119.96000000000001,Regular,1
22306,268,1,561.48,At Risk,1
22307,119,1,804.47,Regular,1
22308,212,1,1768.96,At Risk High Value,1
22309,168,1,1785.97,Regular,1
22310,218,1,93.97,At Risk,1
22311,197,1,1739.46,Regular,1
22312,382,1,2478.24,At Risk High Value,1
22313,178,1,1735.98,Regular,1
22314,180,1,84.47,Regular,1
22315,97,1,39.980000000000004,Regular,1
22316,244,1,617.47,At Risk,1
22317,333,1,13.98,At Risk,1
22318,33,1,1174.48,Regular,1
22319,248,1,553.97,At Risk,1
22320,175,1,1735.98,Regular,1
22321,169,1,1700.99,Regular,1
22322,270,1,600.46,At Risk,1
22323,372,1,2443.35,At Risk High Value,1
22324,306,1,24.99,At Risk,1
22325,183,1,13.98,Regular,1
22326,83,1,40.23,Regular,1
22327,346,1,574.98,At Risk,1
22328,354,1,548.98,At Risk,1
22329,338,1,574.98,At Risk,1
22330,365,1,608.96,At Risk,1
22331,13,1,14.98,Regular,1
22332,226,1,39.980000000000004,At Risk,1
22333,330,1,69.97,At Risk,1
22334,339,1,548.98,At Risk,1
22335,323,1,578.46,At Risk,1
22336,308,1,600.46,At Risk,1
22337,106,1,49.97,Regular,1
22338,360,1,68.97,At Risk,1
22339,180,1,14.98,Regular,1
22340,148,1,14.98,Regular,1
22341,1,1,73.96000000000001,Regular,1
22342,119,1,68.97,Regular,1
22343,299,1,2422.54,At Risk High Value,1
22344,245,1,2419.06,At Risk High Value,1
22345,345,1,73.97,At Risk,1
22346,333,1,574.98,At Risk,1
22347,132,1,49.97,Regular,1
22348,247,1,14.98,At Risk,1
22349,164,1,124.99,Regular,1
22350,101,1,14.98,Regular,1
22351,223,1,69.97,At Risk,1
22352,143,1,9.99,Regular,1
22353,192,1,39.980000000000004,Regular,1
22354,206,1,39.980000000000004,At Risk,1
22355,238,1,9.99,At Risk,1
22356,2,1,49.97,Regular,1
22357,14,1,49.97,Regular,1
22358,251,1,38.98,At Risk,1
22359,270,1,7.28,At Risk,1
22360,185,1,58.95,Regular,1
22361,219,1,34.98,At Risk,1
22362,140,1,34.98,Regular,1
22363,216,1,56.97,At Risk,1
22364,194,1,45.22,Regular,1
22365,355,1,32.28,At Risk,1
22366,175,1,56.97,Regular,1
22367,277,1,69.97,At Risk,1
22368,312,1,615.47,At Risk,1
22369,231,1,69.97,At Risk,1
22370,33,1,160.23,Regular,1
22371,184,1,39.980000000000004,Regular,1
22372,327,1,574.98,At Risk,1
22373,150,2,5976.32,Regular,3
22374,307,1,600.46,At Risk,1
22375,138,1,34.98,Regular,1
22376,228,1,29.99,At Risk,1
22377,107,1,184.48,Regular,1
22378,295,1,30.479999999999997,At Risk,1
22379,90,1,27.77,Regular,1
22380,300,1,4.99,At Risk,1
22381,255,1,29.479999999999997,At Risk,1
22382,19,1,4.99,Regular,1
22383,180,1,67.97,Regular,1
22384,217,1,39.980000000000004,At Risk,1
22385,139,1,58.980000000000004,Regular,1
22386,130,1,4.99,Regular,1
22387,105,1,4.99,Regular,1
22388,309,1,68.49,At Risk,1
22389,16,1,39.980000000000004,Regular,1
22390,199,1,29.479999999999997,Regular,1
22391,43,1,1174.48,Regular,1
22392,237,1,642.95,At Risk,1
22393,376,1,588.96,At Risk,1
22394,3,1,25.479999999999997,Regular,1
22395,242,1,571.72,At Risk,1
22396,171,1,1725.98,Regular,1
22397,245,1,27.77,At Risk,1
22398,367,1,539.99,At Risk,1
22399,269,2,2785.0525,At Risk High Value,3
22400,251,2,2737.8225,At Risk High Value,3
22401,259,2,2983.34,At Risk High Value,3
22402,246,2,2721.5525,At Risk High Value,3
22403,268,1,69.99,At Risk,1
22404,242,2,2983.34,At Risk High Value,3
22405,266,1,123.97999999999999,At Risk,1
22406,237,2,3018.33,At Risk High Value,3
22407,235,2,2756.5425,At Risk High Value,3
22408,236,2,2770.5225,At Risk High Value,3
22409,237,2,2746.0425,At Risk High Value,3
22410,218,2,2983.34,At Risk High Value,3
22411,219,2,2770.5225,At Risk High Value,3
22412,231,2,3018.33,At Risk High Value,3
22413,36,1,23.779999999999998,Regular,1
22414,385,1,574.98,At Risk,1
22415,386,1,615.47,At Risk,1
22416,175,1,1764.96,Regular,1
22417,134,1,21.49,Regular,1
22418,172,1,1732.26,Regular,1
22419,126,1,60.470000000000006,Regular,1
22420,244,1,23.779999999999998,At Risk,1
22421,236,1,58.980000000000004,At Risk,1
22422,132,1,1735.98,Regular,1
22423,230,1,583.97,At Risk,1
22424,296,1,75.48,At Risk,1
22425,96,1,25.479999999999997,Regular,1
22426,216,1,553.97,At Risk,1
22427,152,1,1700.99,Regular,1
22428,128,1,1739.46,Regular,1
22429,150,1,1777.95,Regular,1
22430,396,1,2638.94,At Risk High Value,1
22431,328,1,60.470000000000006,At Risk,1
22432,388,1,578.46,At Risk,1
22433,151,1,1764.96,Regular,1
22434,102,1,1735.98,Regular,1
22435,256,1,23.779999999999998,At Risk,1
22436,378,1,607.96,At Risk,1
22437,162,1,1739.46,Regular,1
22438,237,1,616.95,At Risk,1
22439,94,1,1700.99,Regular,1
22440,224,1,553.97,At Risk,1
22441,370,1,597.95,At Risk,1
22442,93,1,1709.98,Regular,1
22443,240,1,553.97,At Risk,1
22444,88,1,828.47,Regular,1
22445,369,1,2490.18,At Risk High Value,1
22446,133,1,1739.46,Regular,1
22447,81,1,793.76,Regular,1
22448,341,1,2479.94,At Risk High Value,1
22449,338,1,2514.93,At Risk High Value,1
22450,91,1,799.48,Regular,1
22451,132,1,1709.98,Regular,1
22452,152,1,1735.98,Regular,1
22453,73,1,39.980000000000004,Regular,1
22454,82,1,12.940000000000001,Regular,1
22455,354,1,29.479999999999997,At Risk,1
22456,103,1,1728.27,Regular,1
22457,280,1,4.99,At Risk,1
22458,221,1,563.77,At Risk,1
22459,373,1,539.99,At Risk,1
22460,109,1,1750.98,Regular,1
22461,106,1,1754.98,Regular,1
22462,354,1,553.97,At Risk,1
22463,206,1,574.98,At Risk,1
22464,276,1,2443.35,At Risk High Value,1
22465,282,1,2492.3199999999997,At Risk High Value,1
22466,212,1,548.98,At Risk,1
22467,104,1,1732.26,Regular,1
22468,73,1,1700.99,Regular,1
22469,319,1,563.77,At Risk,1
22470,87,1,1735.98,Regular,1
22471,189,1,561.48,Regular,1
22472,205,1,539.99,Regular,1
22473,312,1,607.96,At Risk,1
22474,52,1,13.98,Regular,1
22475,293,1,98.96000000000001,At Risk,1
22476,77,1,58.980000000000004,Regular,1
22477,330,1,574.98,At Risk,1
22478,315,1,553.97,At Risk,1
22479,312,1,600.46,At Risk,1
22480,207,1,616.95,At Risk,1
22481,333,1,564.48,At Risk,1
22482,20,1,39.980000000000004,Regular,1
22483,55,1,110.46000000000001,Regular,1
22484,182,1,589.96,Regular,1
22485,99,1,23.779999999999998,Regular,1
22486,313,1,588.96,At Risk,1
22487,180,1,588.96,Regular,1
22488,276,1,4.99,At Risk,1
22489,47,1,30.479999999999997,Regular,1
22490,170,1,548.98,Regular,1
22491,354,1,4.99,At Risk,1
22492,343,1,67.97,At Risk,1
22493,4,1,4.99,Regular,1
22494,327,1,4.99,At Risk,1
22495,177,1,607.96,Regular,1
22496,115,1,48.97,Regular,1
22497,241,1,58.980000000000004,At Risk,1
22498,170,1,35.72,Regular,1
22499,154,1,23.779999999999998,Regular,1
22500,258,1,2481.8199999999997,At Risk High Value,1
22501,223,1,2566.7999999999997,At Risk High Value,1
22502,152,1,1735.98,Regular,1
22503,141,1,1775.47,Regular,1
22504,152,1,1735.98,Regular,1
22505,89,1,1735.98,Regular,1
22506,278,1,561.48,At Risk,1
22507,218,1,48.970000000000006,At Risk,1
22508,77,1,799.48,Regular,1
22509,80,1,804.47,Regular,1
22510,118,1,1763.97,Regular,1
22511,183,1,80.47,Regular,1
22512,169,1,30.479999999999997,Regular,1
22513,279,1,23.779999999999998,At Risk,1
22514,14,1,58.980000000000004,Regular,1
22515,171,1,553.97,Regular,1
22516,229,1,4.99,At Risk,1
22517,284,1,562.96,At Risk,1
22518,74,1,1735.98,Regular,1
22519,89,1,921.77,Regular,1
22520,106,1,1775.47,Regular,1
22521,26,1,4.99,Regular,1
22522,293,1,539.99,At Risk,1
22523,40,1,806.76,Regular,1
22524,238,1,2478.24,At Risk High Value,1
22525,284,1,574.98,At Risk,1
22526,70,1,1732.26,Regular,1
22527,314,1,75.48,At Risk,1
22528,173,1,39.980000000000004,Regular,1
22529,172,1,23.779999999999998,Regular,1
22530,126,1,4.99,Regular,1
22531,118,1,184.48,Regular,1
22532,56,1,4.99,Regular,1
22533,62,1,29.479999999999997,Regular,1
22534,40,1,25.479999999999997,Regular,1
22535,73,1,1750.98,Regular,1
22536,72,1,1775.47,Regular,1
22537,45,1,13.98,Regular,1
22538,4,1,21.49,Regular,1
22539,247,1,98.96000000000001,At Risk,1
22540,279,1,29.479999999999997,At Risk,1
22541,274,1,588.96,At Risk,1
22542,96,1,23.779999999999998,Regular,1
22543,314,1,562.96,At Risk,1
22544,358,1,127.28,At Risk,1
22545,176,1,48.970000000000006,Regular,1
22546,160,1,29.99,Regular,1
22547,266,1,37.269999999999996,At Risk,1
22548,26,1,37.27,Regular,1
22549,332,1,34.98,At Risk,1
22550,164,1,29.479999999999997,Regular,1
22551,91,1,67.49,Regular,1
22552,214,1,21.49,At Risk,1
22553,206,1,48.970000000000006,At Risk,1
22554,323,1,4.99,At Risk,1
22555,135,1,143.78,Regular,1
22556,199,1,60.470000000000006,Regular,1
22557,181,1,4.99,Regular,1
22558,247,1,4.99,At Risk,1
22559,349,1,4.99,At Risk,1
22560,280,1,93.97,At Risk,1
22561,187,1,25.479999999999997,Regular,1
22562,320,1,30.479999999999997,At Risk,1
22563,124,1,12.98,Regular,1
22564,118,1,58.980000000000004,Regular,1
22565,70,1,6.28,Regular,1
22566,63,1,1700.99,Regular,1
22567,233,1,23.779999999999998,At Risk,1
22568,195,1,3.99,Regular,1
22569,315,1,48.970000000000006,At Risk,1
22570,88,1,1735.98,Regular,1
22571,237,2,2835.0225,At Risk High Value,3
22572,213,2,2997.3199999999997,At Risk High Value,3
22573,233,2,2721.5525,At Risk High Value,3
22574,239,1,69.99,At Risk,1
22575,232,2,3018.33,At Risk High Value,3
22576,231,2,2721.5525,At Risk High Value,3
22577,213,2,2743.0425,At Risk High Value,3
22578,225,2,2735.5325,At Risk High Value,3
22579,240,2,2730.5425,At Risk High Value,3
22580,239,2,3051.31,At Risk High Value,3
22581,238,2,2749.3225,At Risk High Value,3
22582,199,2,2756.5425,Regular,3
22583,199,2,2821.5125,Regular,3
22584,216,1,33.98,At Risk,1
22585,245,1,553.97,At Risk,1
22586,63,1,1739.46,Regular,1
